country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Chile,CL,CHL,152,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,69,Total,Units,%,Estimated value,,,15 years old
Chile,CL,CHL,152,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,83,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,87,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,52,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,17,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,7,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,2,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,3,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,9,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,10,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,9,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,11,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,11,Total,Units,%,Estimated value,,,15 years old
Colombia,CO,COL,170,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,52,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,74,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,48,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,99,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,83,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,41,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,69,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,70,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,73,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,8,Total,Units,%,Estimated value,,,15 years old
Cook Islands,CK,COK,184,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,50,Total,Units,%,Estimated value,,,15 years old
Costa Rica,CR,CRI,188,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,39,Total,Units,%,Estimated value,,,15 years old
Costa Rica,CR,CRI,188,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,74,Total,Units,%,Estimated value,,,15 years old
Costa Rica,CR,CRI,188,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,57,Total,Units,%,Estimated value,,,15 years old
Costa Rica,CR,CRI,188,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,71,Total,Units,%,Estimated value,,,15 years old
Costa Rica,CR,CRI,188,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,66,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,3,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,7,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,16,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,25,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,21,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,47,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,55,Total,Units,%,Estimated value,,,15 years old
Croatia,HR,HRV,191,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,55,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,57,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,64,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,64,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,84,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,73,Total,Units,%,Estimated value,,,15 years old
Cyprus,CY,CYP,196,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,92,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,74,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,74,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,70,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,67,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2016,63,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2017,65,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2018,65,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2019,67,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,71,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,72,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,72,Total,Units,%,Estimated value,,,15 years old
Czech Republic,CZ,CZE,203,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,72,Total,Units,%,Estimated value,,,15 years old
Ivory Coast,CI,CIV,384,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2020,12,Total,Units,%,Estimated value,,,15 years old
Ivory Coast,CI,CIV,384,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2021,38,Total,Units,%,Estimated value,,,15 years old
Ivory Coast,CI,CIV,384,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2022,37,Total,Units,%,Estimated value,,,15 years old
Ivory Coast,CI,CIV,384,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2023,73,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2011,68,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2012,72,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2013,75,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2014,66,Total,Units,%,Estimated value,,,15 years old
Denmark,DK,DNK,208,Percentage of females who received the last dose of human papillomavirus (HPV) vaccine per national schedule,2015,55,Total,Units,%,Estimated value,,,15 years old
